"CIS_ID","Check_ID","Title","Status","Value","Condition","Rules","Description","Rationale","Remediation","Compliance"
"26263","26263","Ensure 'Enable password encryption' is set to 'Enabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS | r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS -> ADPasswordEncryptionEnabled | r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS -> ADPasswordEncryptionEnabled -> 1","This policy setting controls whether the Windows LAPS managed password is encrypted before being sent to Active Directory. The recommended state for this setting is: Enabled. Note: Organizations that utilize third-party commercial software to manage unique & complex local Administrator passwords on domain members may opt to disregard these LAPS recommendations. Note #2: Windows LAPS does not suppo","Due to the difficulty in managing local Administrator passwords, many organizations choose to use the same password on all workstations and/or Member Servers when deploying them. This creates a serious attack surface security risk because if an attacker manages to compromise one system and learn the password to its local Administrator account, then they can leverage that account to instantly gain ","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\\Policies\\Administrative Templates\\System\\LAPS\\Enable password encryption Note: This Group Policy path may not exist by default. It is provided by the Group Policy template LAPS.admx/adml that is included with the Microsoft Windows 11 Release 22H2 Administrative Templates v3.0 (or ne","CIS: 18.9.25.3; CSC v8: 3.10; CSC v7: 14.4; PCI-DSS: 2.1.1; CMMC: AC.L2-3.1.13"
"26264","26264","Ensure 'Password Settings: Password Complexity' is set to 'Enabled: Large letters + small letters + numbers + special characters'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS | r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS -> PasswordComplexity | r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS -> PasswordComplexity -> 4","This policy setting configures the Windows LAPS Password Settings policy for password complexity. Each additional character in a password increases its complexity exponentially. For instance, a seven-character, all lower-case alphabetic password would have 26 to the power of 7 (approximately 8 x 10 to the power of 9 or 8 billion) possible combinations. At 1,000,000 attempts per second (a capabilit","Due to the difficulty in managing local Administrator passwords, many organizations choose to use the same password on all workstations and/or Member Servers when deploying them. This creates a serious attack surface security risk because if an attacker manages to compromise one system and learn the password to its local Administrator account, then they can leverage that account to instantly gain ","To establish the recommended configuration via GP, set the following UI path to Enabled, and configure the Password Complexity option to Large letters + small letters + numbers + special characters: Computer Configuration\\Policies\\Administrative Templates\\System\\LAPS\\Password Settings Note: This Group Policy path may not exist by default. It is provided by the Group Policy template LAPS.admx/","CIS: 18.9.25.4; CSC v8: 5.2; CSC v7: 4.4; PCI-DSS: 2.2.2; SOC2: CC6.1; CMMC: IA.L2-3.5.7"
"26265","26265","Ensure 'Password Settings: Password Length' is set to 'Enabled: 15 or more'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS | r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS -> PasswordLength | r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS -> PasswordLength -> 15","This policy setting configures the Windows LAPS Password Settings policy for password length. Each additional character in a password increases its complexity exponentially. For instance, a seven-character, all lower-case alphabetic password would have 26 to the power of 7 (approximately 8 x 10 to the power of 9 or 8 billion) possible combinations. At 1,000,000 attempts per second (a capability of","Due to the difficulty in managing local Administrator passwords, many organizations choose to use the same password on all workstations and/or Member Servers when deploying them. This creates a serious attack surface security risk because if an attacker manages to compromise one system and learn the password to its local Administrator account, then they can leverage that account to instantly gain ","To establish the recommended configuration via GP, set the following UI path to Enabled, and configure the Password Length option to 15 or more: Computer Configuration\\Policies\\Administrative Templates\\System\\LAPS\\Password Settings Note: This Group Policy path may not exist by default. It is provided by the Group Policy template LAPS.admx/adml that is included with the Microsoft Windows 11 Re","CIS: 18.9.25.5; CSC v8: 5.2; CSC v7: 4.4; PCI-DSS: 2.2.2; SOC2: CC6.1; CMMC: IA.L2-3.5.7"
"26266","26266","Ensure 'Password Settings: Password Age (Days)' is set to 'Enabled: 30 or fewer'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS | r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS -> PasswordAgeDays | r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS -> PasswordAgeDays -> n:^(\d+) compare <= 30","This policy setting configures the Windows LAPS Password Settings policy for password length. Each additional character in a password increases its complexity exponentially. For instance, a seven-character, all lower-case alphabetic password would have 26 to the power of 7 (approximately 8 x 10 to the power of 9 or 8 billion) possible combinations. At 1,000,000 attempts per second (a capability of","Due to the difficulty in managing local Administrator passwords, many organizations choose to use the same password on all workstations and/or Member Servers when deploying them. This creates a serious attack surface security risk because if an attacker manages to compromise one system and learn the password to its local Administrator account, then they can leverage that account to instantly gain ","To establish the recommended configuration via GP, set the following UI path to Enabled, and configure the Password Age (Days) option to 30 or fewer: Computer Configuration\\Policies\\Administrative Templates\\System\\LAPS\\Password Settings Note: This Group Policy path may not exist by default. It is provided by the Group Policy template LAPS.admx/adml that is included with the Microsoft Windows ","CIS: 18.9.25.6; CSC v8: 5.2; CSC v7: 16.10; PCI-DSS: 2.2.2; SOC2: CC6.1; CMMC: IA.L2-3.5.7"
"26267","26267","Ensure 'Post-authentication actions: Grace period (hours)' is set to 'Enabled: 8 or fewer hours, but not 0'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS | r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS -> PostAuthenticationResetDelay | r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS -> PostAuthenticationResetDelay -> n:^(\d+) compare <= 8 && n:^(\d+) compare > 0","This policy settings configures post-authentication actions which will be executed after detecting an authentication by the Windows LAPS managed account. The Grace period refers to the amount of time (hours) to wait after an authentication before executing the specified post-authentication actions. The recommended state for this setting is: Enabled: 8 or fewer hours, but not 0. Note: Organizations","Due to the difficulty in managing local Administrator passwords, many organizations choose to use the same password on all workstations and/or Member Servers when deploying them. This creates a serious attack surface security risk because if an attacker manages to compromise one system and learn the password to its local Administrator account, then they can leverage that account to instantly gain ","To establish the recommended configuration via GP, set the following UI path to Enabled: 8 or fewer hours, but not 0: Computer Configuration\\Policies\\Administrative Templates\\System\\LAPS\\Post- authentication actions: Grace period (hours) Note: This Group Policy path may not exist by default. It is provided by the Group Policy template LAPS.admx/adml that is included with the Microsoft Windows","CIS: 18.9.25.7"
"26268","26268","Ensure 'Post-authentication actions: Actions' is set to 'Enabled: Reset the password and logoff the managed account' or higher.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS | r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS -> PostAuthenticationActions | r:HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS -> PostAuthenticationActions -> r:^3$|^5$","This policy settings configures post-authentication actions which will be executed after detecting an authentication by the LAPS managed account. The Action refers to actions to take upon expiry of the grace period before executing the specified post-authentication actions. Post-authentication actions: - Reset password: upon expiry of the grace period, the managed account password will be reset. -","Due to the difficulty in managing local Administrator passwords, many organizations choose to use the same password on all workstations and/or Member Servers when deploying them. This creates a serious attack surface security risk because if an attacker manages to compromise one system and learn the password to its local Administrator account, then they can leverage that account to instantly gain ","To establish the recommended configuration via GP, set the following UI path to Enabled: Reset the password and logoff the managed account or higher: Computer Configuration\\Policies\\Administrative Templates\\System\\LAPS\\Post- authentication actions: Actions Note: This Group Policy path may not exist by default. It is provided by the Group Policy template LAPS.admx/adml that is included with th","CIS: 18.9.25.8"
"26269","26269","Ensure 'Allow Custom SSPs and APs to be loaded into LSASS' is set to 'Disabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> AllowCustomSSPsAPs | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> AllowCustomSSPsAPs -> 0","This policy setting controls the configuration under which the Local Security Authority Subsystem Service (LSASS) will load custom Security Support Provider/Authentication Package (SSP/AP). The recommended state for this setting is: Disabled.","Vulnerabilities exist where attackers are able to intercept logon credentials via SSP/AP. Disabling Custom SSPs and APs to be loaded into LSASS minimizes this vulnerability.","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Local Security Authority\\Allow Custom SSPs and APs to be loaded into LSASS.","CIS: 18.9.26.1; CSC v8: 10.5; CSC v7: 8.3; PCI-DSS: 1.4; SOC2: CC6.8"
"26270","26270","Ensure 'Configures LSASS to run as a protected process' is set to 'Enabled: Enabled with UEFI Lock'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa -> RunAsPPL | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa -> RunAsPPL -> 1","This policy setting controls whether the Local Security Authority Subservice Service (LSASS) runs in protected mode and also has the option to lock in protected mode with Unified Extensible Firmware Interface (UEFI). The Local Security Authority (LSA), which includes the LSASS process, validates users for local and remote sign-ins and enforces local security policies. The recommended state for thi","Provides added security for the credentials that LSA stores and manages. Enabling this setting with UEFI Lock prevents the setting from being changed remotely.","To establish the recommended configuration via GP, set the following UI path to Enabled: Enabled with UEFI Lock: Computer Configuration\\Policies\\Administrative Templates\\System\\Local Security Authority\\Configures LSASS to run as a protected process.","CIS: 18.9.26.2; CSC v8: 10.5; PCI-DSS: 1.4; SOC2: CC6.8"
"26271","26271","Ensure 'Disallow copying of user input methods to the system account for sign-in' is set to 'Enabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Control Panel\International | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Control Panel\International -> BlockUserInputMethodsForSignIn | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Control Panel\International -> BlockUserInputMethodsForSignIn -> 1","This policy prevents automatic copying of user input methods to the system account for use on the sign-in screen. The user is restricted to the set of input methods that are enabled in the system account. The recommended state for this setting is: Enabled.","This is a way to increase the security of the system account.","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Locale Services\\Disallow copying of user input methods to the system account for sign-in Note: This Group Policy path is provided by the Group Policy template Globalization.admx/adml that is included with the Microsoft Windows 8.0 & Server 20","CIS: 18.9.27.1; CSC v7: 16.11"
"26272","26272","Ensure 'Block user from showing account details on sign-in' is set to 'Enabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> BlockUserFromShowingAccountDetailsOnSignin | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> BlockUserFromShowingAccountDetailsOnSignin -> 1","This policy prevents the user from showing account details (email address or user name) on the sign-in screen. The recommended state for this setting is: Enabled.","An attacker with access to the console (for example, someone with physical access or someone who is able to connect to the workstation through Remote Desktop Services) could view the name of the last user who logged on to the server. The attacker could then try to guess the password, use a dictionary, or use a brute-force attack to try and log on.","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Logon\\Block user from showing account details on sign-in Note: This Group Policy path is provided by the Group Policy template Logon.admx/adml that is included with the Microsoft Windows 10 Release 1607 & Server 2016 Administrative Templates ","CIS: 18.9.28.1; CSC v8: 4.1; CSC v7: 5.1; PCI-DSS: 11.5; SOC2: CC7.1; CMMC: AC.L1-3.1.1"
"26273","26273","Ensure 'Do not display network selection UI' is set to 'Enabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> DontDisplayNetworkSelectionUI | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> DontDisplayNetworkSelectionUI -> 1","This policy setting allows you to control whether anyone can interact with available networks UI on the logon screen. The recommended state for this setting is: Enabled.","An unauthorized user could disconnect the PC from the network or can connect the PC to other available networks without signing into Windows.","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Logon\\Do not display network selection UI Note: This Group Policy path is provided by the Group Policy template Logon.admx/adml that is included with the Microsoft Windows 8.1 & Server 2012 R2 Administrative Templates (or newer).","CIS: 18.9.28.2"
"26274","26274","Ensure 'Do not enumerate connected users on domain-joined computers' is set to 'Enabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> DontEnumerateConnectedUsers | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> DontEnumerateConnectedUsers -> 1","This policy setting prevents connected users from being enumerated on domain-joined computers. The recommended state for this setting is: Enabled.","A malicious user could use this feature to gather account names of other users, that information could then be used in conjunction with other types of attacks such as guessing passwords or social engineering. The value of this countermeasure is small because a user with domain credentials could gather the same account information using other methods.","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Logon\\Do not enumerate connected users on domain-joined computers Note: This Group Policy path is provided by the Group Policy template Logon.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non-R2) Administrative Temp","CIS: 18.9.28.3"
"26275","26275","Ensure 'Enumerate local users on domain-joined computers' is set to 'Disabled'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System | not r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> EnumerateLocalUsers | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> EnumerateLocalUsers -> 0","This policy setting allows local users to be enumerated on domain-joined computers. The recommended state for this setting is: Disabled.","A malicious user could use this feature to gather account names of other users, that information could then be used in conjunction with other types of attacks such as guessing passwords or social engineering. The value of this countermeasure is small because a user with domain credentials could gather the same account information using other methods.","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Logon\\Enumerate local users on domain-joined computers Note: This Group Policy path is provided by the Group Policy template Logon.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non-R2) Administrative Templates (or ","CIS: 18.9.28.4"
"26276","26276","Ensure 'Turn off app notifications on the lock screen' is set to 'Enabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> DisableLockScreenAppNotifications | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> DisableLockScreenAppNotifications -> 1","This policy setting allows you to prevent app notifications from appearing on the lock screen. The recommended state for this setting is: Enabled.","App notifications might display sensitive business or personal data.","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Logon\\Turn off app notifications on the lock screen Note: This Group Policy path is provided by the Group Policy template Logon.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non-R2) Administrative Templates (or newe","CIS: 18.9.28.5; CSC v8: 4.8; CSC v7: 16.11; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26277","26277","Ensure 'Turn off picture password sign-in' is set to 'Enabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> BlockDomainPicturePassword | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> BlockDomainPicturePassword -> 1","This policy setting allows you to control whether a domain user can sign in using a picture password. The recommended state for this setting is: Enabled. Note: If the picture password feature is permitted, the user's domain password is cached in the system vault when using it.","Picture passwords bypass the requirement for a typed complex password. In a shared work environment, a simple shoulder surf where someone observed the on-screen gestures would allow that person to gain access to the system without the need to know the complex password. Vertical monitor screens with an image are much more visible at a distance than horizontal key strokes, increasing the likelihood ","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Logon\\Turn off picture password sign-in Note: This Group Policy path is provided by the Group Policy template CredentialProviders.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non-R2) Administrative Templates (or ne","CIS: 18.9.28.6; CSC v8: 4.8; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26278","26278","Ensure 'Turn on convenience PIN sign-in' is set to 'Disabled'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System | not r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> AllowDomainPINLogon | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> AllowDomainPINLogon -> 0","This policy setting allows you to control whether a domain user can sign in using a convenience PIN. In Windows 10, convenience PIN was replaced with Passport, which has stronger security properties. To configure Passport for domain users, use the policies under Computer Configuration\\Administrative Templates\\Windows Components\\Microsoft Passport for Work. Note: The user's domain password will ","A PIN is created from a much smaller selection of characters than a password, so in most cases a PIN will be much less robust than a password.","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Logon\\Turn on convenience PIN sign-in Note: This Group Policy path is provided by the Group Policy template CredentialProviders.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non-R2) Administrative Templates (or new","CIS: 18.9.28.7; CSC v8: 4.8; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26279","26279","Ensure 'Allow Clipboard synchronization across devices' is set to 'Disabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> AllowCrossDeviceClipboard | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> AllowCrossDeviceClipboard -> 0","This setting determines whether Clipboard contents can be synchronized across devices. The recommended state for this setting is: Disabled.","In high security environments, clipboard data should stay local to the system and not synced across devices, as it may contain very sensitive information that must be contained locally.","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\\Policies\\Administrative Templates\\System\\OS Policies\\Allow Clipboard synchronization across devices Note: This Group Policy path may is provided by the Group Policy template OSPolicy.admx/adml that is included with the Microsoft Windows 10 Release 1809 & Server 2019 Administrative ","CIS: 18.9.31.1; CSC v8: 4.8; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26280","26280","Ensure 'Allow upload of User Activities' is set to 'Disabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> UploadUserActivities | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System -> UploadUserActivities -> 0","This policy setting determines whether published User Activities can be uploaded to the cloud. The recommended state for this setting is: Disabled.","Due to privacy concerns, data should never be sent to any third-party since this data could contain sensitive information.","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\\Policies\\Administrative Templates\\System\\OS Policies\\Allow upload of User Activities Note: This Group Policy path is provided by the Group Policy template OSPolicy.admx/adml that is included with the Microsoft Windows 10 Release 1803 Administrative Templates (or newer).","CIS: 18.9.31.2; CSC v7: 9.2"
"26281","26281","Ensure 'Allow network connectivity during connected-standby (on battery)' is set to 'Disabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9 | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9 -> DCSettingIndex | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9 -> DCSettingIndex -> 0","This policy setting allows you to control the network connectivity state in standby on modern standby-capable systems. The recommended state for this setting is: Disabled.","Disabling this setting ensures that the computer will not be accessible to attackers over a WLAN network while left unattended, on battery and in a sleep state.","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Power Management\\Sleep Settings\\Allow network connectivity during connected-standby (on battery) Note: This Group Policy path is provided by the Group Policy template Power.admx/adml that is included with the Microsoft Windows 10 Release 16","CIS: 18.9.33.6.1; CSC v7: 9.2"
"26282","26282","Ensure 'Allow network connectivity during connected-standby (plugged in)' is set to 'Disabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9 | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9 -> ACSettingIndex | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9 -> ACSettingIndex -> 0","This policy setting allows you to control the network connectivity state in standby on modern standby-capable systems. The recommended state for this setting is: Disabled.","Disabling this setting ensures that the computer will not be accessible to attackers over a WLAN network while left unattended, plugged in and in a sleep state.","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Power Management\\Sleep Settings\\Allow network connectivity during connected-standby (plugged in) Note: This Group Policy path is provided by the Group Policy template Power.admx/adml that is included with the Microsoft Windows 10 Release 16","CIS: 18.9.33.6.2; CSC v7: 9.2"
"26283","26283","Ensure 'Allow standby states (S1-S3) when sleeping (on battery)' is set to 'Disabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab -> DCSettingIndex | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab -> DCSettingIndex -> 0","This policy setting manages whether or not Windows is allowed to use standby states when putting the computer in a sleep state. The recommended state for this setting is: Disabled.","System sleep states (S1-S3) keep power to the RAM which may contain secrets, such as the BitLocker volume encryption key. An attacker finding a computer in sleep states (S1-S3) could directly attack the memory of the computer and gain access to the secrets through techniques such as RAM reminisce and direct memory access (DMA).","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Power Management\\Sleep Settings\\Allow standby states (S1-S3) when sleeping (on battery) Note: This Group Policy path is provided by the Group Policy template Power.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non","CIS: 18.9.33.6.3; CSC v8: 4.1; CSC v7: 5.1; PCI-DSS: 11.5; SOC2: CC7.1; CMMC: AC.L1-3.1.1"
"26284","26284","Ensure 'Allow standby states (S1-S3) when sleeping (plugged in)' is set to 'Disabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab -> ACSettingIndex | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab -> ACSettingIndex -> 0","This policy setting manages whether or not Windows is allowed to use standby states when putting the computer in a sleep state. The recommended state for this setting is: Disabled.","System sleep states (S1-S3) keep power to the RAM which may contain secrets, such as the BitLocker volume encryption key. An attacker finding a computer in sleep states (S1-S3) could directly attack the memory of the computer and gain access to the secrets through techniques such as RAM reminisce and direct memory access (DMA).","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Power Management\\Sleep Settings\\Allow standby states (S1-S3) when sleeping (plugged in) Note: This Group Policy path is provided by the Group Policy template Power.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non","CIS: 18.9.33.6.4; CSC v8: 4.1; CSC v7: 5.1; PCI-DSS: 11.5; SOC2: CC7.1; CMMC: AC.L1-3.1.1"
"26285","26285","Ensure 'Require a password when a computer wakes (on battery)' is set to 'Enabled'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51 | not r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51 -> DCSettingIndex | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51 -> DCSettingIndex -> 1","Specifies whether or not the user is prompted for a password when the system resumes from sleep. The recommended state for this setting is: Enabled.","Enabling this setting ensures that anyone who wakes an unattended computer from sleep state will have to provide logon credentials before they can access the system.","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Power Management\\Sleep Settings\\Require a password when a computer wakes (on battery) Note: This Group Policy path is provided by the Group Policy template Power.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non-R2","CIS: 18.9.33.6.5; CSC v7: 16.11"
"26286","26286","Ensure 'Require a password when a computer wakes (plugged in)' is set to 'Enabled'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51 | not r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51 -> ACSettingIndex | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51 -> ACSettingIndex -> 1","Specifies whether or not the user is prompted for a password when the system resumes from sleep. The recommended state for this setting is: Enabled.","Enabling this setting ensures that anyone who wakes an unattended computer from sleep state will have to provide logon credentials before they can access the system.","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\\Policies\\Administrative Templates\\System\\Power Management\\Sleep Settings\\Require a password when a computer wakes (plugged in) Note: This Group Policy path is provided by the Group Policy template Power.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non-R2","CIS: 18.9.33.6.6; CSC v7: 16.11"
